,Titel,Artikel,Datum
5432,Transport Online - Vrachtwagen ongeval op Terbregseplein,"Vrachtwagen ongeval op Terbregseplein Een ongeval tussen een vrachtwagen en een personenauto, vrijdagochtend even na 11:00 uur, zorgde tot even voor 12:00 uur voor problemen op de A20 Gouda - Hoek van Holland ter hoogte van het knooppunt Terbregseplein. Er zijn geen gewonden gevallen, er was alleen sprake van blikschade.  


Tussen knooppunt Terbregseplein en Rotterdam-Centrum was een file ontstaan van 6 kilometer. Het verkeer wat achter het ongeval stond werd langs de plaats van het ongeval geleid. De vertraging was ongeveer 20 minuten, meldt de Verkeersinformatiedienst. 


Het verkeer voor de richting Hoek van Holland werd tijdens de afhandeling van het ongeval geadviseerd om te rijden en gebruik te maken van de omleiding via Dordrecht. Het verkeer kon omrijden via de A16, A15 en de A4.",10/04/2019
5433,Transport Online - Buitenland kort: Vrachtwagen verspert Duitse A1 [+foto's],"Buitenland kort: Vrachtwagen verspert Duitse A1  RADE - Op de A1 richting het Duitse Rade verloor vrijdagochtend rond 8:00 uur een vrachtwagenchauffeur de controle over zijn voertuig. Het voertuig kantelde vervolgens en versperdde de A1. 


De vrachtwagenchauffeur zat meer dan een uur bekneld in zijn cabine en is door de Duitse brandweer uit zijn benarde positie bevrijd en afgevoerd naar het ziekenhuis. Volgens de brandweer kan de man vandaag ""zijn tweede verjaardag vieren"".",10/04/2019
5434,Transport Online - Chaos na inrijden op file op de Belgische E19 [+foto's],"Chaos na inrijden op file op de Belgische E19  


Het ongeval ontstond rond negen uur doordat een Poolse vrachtwagen in volle vaart op een file inreed. De inpackt van het ongeval was groot omdat de vrachtwagen van de Poolse chauffeur geladen was met tussen de dertig en veertig ton aan goederen. 


De chauffeur van de middelste vrachtwagen kwam met de schrik vrij. De chauffeur van de eerste truck is met nekklachten naar het ziekenhuis gebracht.  

 


Het duurde anderhalf uur voordat de brandweer de poolse chauffeur had bevrijd uit de cabine. Pas daarna kon men beginnen met de opruimwerkzaamheden. Pas in de middag kon de snelweg weer worden vrij gegeven.  


Kijk voor foto's van het ongeval ",10/04/2019
5435,Transport Online - Aanrijding op A27 tussen vrachtwagen en auto's,"Aanrijding op A27 tussen vrachtwagen en auto's Twee personenauto's en een vrachtwagen zijn vrijdagochtend rond 08:00 uur bij een aanrijding betrokken geraakt op de A27 Utrecht - Gorinchem tussen knooppunt Rijnsweerd en knoopunt Lunetten. Dat meldt de Verkeersinformatiedienst vrijdag. 


Eén van de personenauto's moet geborgen worden omdat deze niet meer op eigen kracht verder kan rijden. Het ongeval zorgt voor een file van 5 kilometer. 


Rijkswaterstaat heeft de rechterrijstrook afgesloten. Naar verwachting is de weg rond 09:30 uur weer vrij.",10/04/2019
5436,Transport Online - Tienermeisje gewond bij aanrijding met vrachtwagen,"Tienermeisje gewond bij aanrijding met vrachtwagen DOETINCHEM - Een 15-jarige fietsster uit Wehl raakte woensdagochtend gewond toen zij op de rotonde van de Liemersweg met de Plattenburgstraat in Doetinchem in aanrijding kwam met een vrachtwagen.  


De hulpdiensten kregen rond 08.00 uur de melding van het ongeval. Het meisje fietste vanuit Wehl over het fietspad op de Liemersweg. Bij de eerste rotonde sloeg zij links af en reed tegen de gewenste rijrichting over de rotonde. Een 52-jarige vrachtwagenchauffeur uit het Limburgse Bergen die daar naderde over de Liemersweg uit dezelfde richting als het meisje en zag haar kennelijk over het hoofd.  


Een aanrijding was het gevolg. Het meisje is met hoofdletsel per ambulance overgebracht naar het ziekenhuis.",10/04/2019
5437,"Transport Online - Nederlandse chauffeur krijgt klapband, kantelt en vat vlam[+foto's&video]","Nederlandse chauffeur krijgt klapband, kantelt en vat vlam De A1 tussen Oyten en Posthausen is volledig afgesloten in beide richtingen, meldt de Duitse politie donmderdagochtend. De afsluiting zal nog zeker tot het middaguur duren. In de nacht van woensdag op donderdag heeft een 55-jarige Nederlandse chauffeur een klapband gekregen en verloor daardoor de machjt over het stuur. De vrachtwagen is daarop gekanteld. 


De vrachtwagen vloog door de vangrail en gleed richting het tegemoetkomende verkeer. Daar botste hij tegen een andere vrachtwagen en kwam op de linker rijhelft terecht. Daar botste hij tegen een 26-jarige automobilist die nog had geprobeerd hem te ontwijken. 

 


De vrachtwagen, geladen met bloemen en groenten, en de BMW vatte vlam door de enorme klap. Beide voertuigen zijn volgens de politie uitgebrand. Beide bestuurders konden op eigen kracht de brandende voertuigen verlaten. De Nederlandse vrachtwagenchauffeur is wel met ernstige brandwonden naar een ziekenhuis gebracht. 


De automobilist verkeerde in shock en is ook overgebracht naar het ziekenhuis. De 59-jarige bestuurder van de andere vrachtwagen kon, ondanks de opgelopen schade, zijn weg vervolgen. De verkeerspolitie schat de totale schade op ongeveer  150.000. ",10/04/2019
5438,Transport Online - Ongeval met vrachtwagen op de A2 bij Maastricht,"Ongeval met vrachtwagen op de A2 bij Maastricht MAASTRICHT - Een ongeval met een vrachtwagen op de A2 heeft woensdagochtend problemen veroorzaakt op de A2 bij Maastricht. Vanuit Eindhoven richting Maastricht was ter hoogte van Maastricht één rijstrook afgesloten. Dat meldt de Verkeersinformatiedienst woensdagochtend. 


Tussen Airport Maastricht en Maastricht was rond 07:35 uur een file ontstaan van 5 kilometer. De vertraging door het ongeval liep op tot ruim een half uur.",10/04/2019
5439,Transport Online - Vrouw aangereden door vrachtwagen [+video],"Vrouw aangereden door vrachtwagen  HAZERSWOUDE-DORP - Op maandag 4 april vond er rond 14.15 uur een ongeluk plaats op de kruising Gemeneweg met de Dorpsstraat. Een fietsster werd op de kruising Gemeneweg/Dorpsstraat aangereden door een vrachtwagen en is met ernstig beenletsel naar het ziekenhuis gebracht.  


De vrouw kwam uit de richting van de Dorpsstraat en stak de Gemeneweg over. De vrachtwagen reed op dat moment achteruit waardoor er een aanrijding ontstond. 


Na de aanrijding is de weg tussen de N11 en de Hoogeveenseweg in beide richtingen afgesloten. De politie doet ter plaatse onderzoek.",10/04/2019
5440,Transport Online - Fietser komt om door ongeval Swifterbant,"Fietser komt om door ongeval Swifterbant SWIFTERBANT - Een 15-jarige jongen uit het Flevolandse Swifterbant is maandagmiddag omgekomen door een aanrijding met een vrachtauto in zijn woonplaats. Dat meldt de politie.  


De jongen werd door de vrachtauto aangereden toen hij rond 14.30 uur met zijn fiets de N307 wilde oversteken. Hij overleed ter plaatse. 


De chauffeur van de vrachtauto is meegenomen naar het bureau voor verhoor. De politie onderzoekt de toedracht van het ongeval.",10/04/2019
5441,Transport Online - Rijbaan afgesloten na ongeval met vrachtwagens,"Rijbaan afgesloten na ongeval met vrachtwagens Een aanrijding tussen twee vrachtwagens zorgt maandag rond 14:00 uur voor een rijbaan afsluiting van de A20 van Gouda naar Hoek van Holland tussen Overschie en Industrieterrein Spaanse Polder. 


Een van de voertuigen staat dusdanig op de rijbaan dat het verkeer er momenteel niet langs kan. Volgens een woordvoerder van Rijkswaterstaat duurt het nog zeker tot 15:00 uur voordat de rijbaan kan worden vrijgegeven.  


Tussen de knooppunten Terbregseplein en Kleinpolderplein stond rond 14:15 uur al een file van 4 kilometer, wat zorgt voor 11 minuten vertraging meldt de verkeersinformatiedienst.  

 


Het doorgaand verveer richting Hoek van Holland wordt geadviseerd vanaf het knooppunt Terbregseplein de borden Dordrecht/Europoort te volgen en te rijden over de A16, de A15 en de A4.",10/04/2019
5442,Transport Online - Aanrijding met gewonden op N233,"Aanrijding met gewonden op N233 RHENEN - Bij een ongeval op de N233 zijn maandag tegen het einde van de ochtend een vrachtwagen en twee personenauto's betrokken geraakt. 


Het ongeval gebeurde op de Lijnweg in Rhenen ter hoogte van hmp 9.7 en er zou daarbij sprake zijn van letsel. De N233 Kesteren - Veenendaal is in beide richtingen afgesloten tussen de weg naar Achterberg en de weg naar Rhenen-West meldt de Verkeersinformatiedienst. 


Over de aard van de verwondingen is niets bekend. Ook is niet bekend wanneer de N233 kan worden vrijgegeven.",10/04/2019
5443,Transport Online - Vrachtwagen gekanteld op A50 [+foto's],"Vrachtwagen gekanteld op A50  Een gekantelde vrachtwagen veroorzaakt aan het eind van de ochtendspits grote problemen op de A50, vanuit Arnhem richting Eindhoven. De weg is afgesloten tussen Ravenstein en het knooppunt Paalgraven.  


Achter het ongeval was rond 09:30 uur een file van drie kilometer verkeer stil komen te staan. De chauffeur van de vrachtwagen raakte bekneld na het ongeluk. De brandweer is samen met andere hulpdiensten aanwezig om eerste hulp te verlenen. 

 


Ter hoogte van het knooppunt Valburg is een omleiding ingesteld voor het verkeer richting Den Bosch en Eindhoven. Omrijden kan via Gorinchem over A15 en de A2 meldt de Vertkeersinformatiedienst.",10/04/2019
5444,Transport Online - Vrachtwagen en busje botsen op A2,"Vrachtwagen en busje botsen op A2 Door een aanrijding op de A2 richting Den Bosch is vrijdag tijdens de avondspits veel vertraging ontstaan. Bij het ongeval dat rond 18:45 gebeurde waren een vrachtwagen en een personenbusje betrokken. De toedracht van het ongeval is niet bekend gemaakt, maar de vertraging die ontstond liep wel heel snel op meldt de Verkeersinformatiedienst. 


Er stond een lange file tussen Geldermalsen en Kerkdriel omdat de rechterrijstrook was afgesloten. Rijkswaterstaat heeft daarom tijdelijk een omleiding ingesteld. Het verkeer dat richting Den Bosch wilde kon vanaf het knooppunt Deil omrijden over de A15, de A27 en de A59 in de richting van Gorinchem, Breda en Waalwijk. 


Om even voor 18:00 uur kon de rechterrijstrook vrijgegeven en kon de file langzaam afnemen.",10/04/2019
5445,Transport Online - Man loop ernstig hoofdletsel op tijdens lossen vrachtwagen,"Man loop ernstig hoofdletsel op tijdens lossen vrachtwagen VENLO - Een 67-jarige man uit Heijen is vrijdagochtend tijdens het lossen van een vrachtauto bij een bedrijf aan de Groot Egtenrayseweg ten val gekomen en heeft hierbij waarschijnlijk ernstig hoofdletsel opgelopen. De man schrok toen de lading autobanden in de oplegger ging schuiven, hij zette een stap naar achteren en is daarbij van de oplegger gevallen.  


De man liep daarbij ernstig hoofdletsel op en is met traumahelikopter naar het ziekenhuis in Nijmegen gebracht. Zijn toestand is stabiel.  


De arbeidsinspectie stelt een onderzoek in. ",10/04/2019
5446,Transport Online - Bestuurder veroorzaakt ravage door vergissing [+video],"Bestuurder veroorzaakt ravage door vergissing  In Schotland vergiste een 20-jarige bestuurder van een personenwagen zich onlangs en probeerde via een afrit de snelweg op te rijden. De auto kon een vrachtwagen nog maar net ontwijken, maar rijdt daardoor wel tegen een tweede tegemoetkomende vrachtwagen.  


Niemand raakte bij het ongeval gewond. De vrouw wordt wel aangeklaagd wegens 'gevaarlijk rijden'. De beelden werden gefilmd met een GPS-camera uit de tweede vrachtwagen.",10/04/2019
5447,Transport Online - Vrachtwagen en personenauto botsen in Vlaketunnel A58,"Vrachtwagen en personenauto botsen in Vlaketunnel A58 Na een aanrijding vrijdagmiddag tussen een personenauto en een vrachtwagen in de Vlaketunnel in de A58 Vlissingen - Bergen op Zoom is de tunnel in beide richtingen afgesloten. Dat meldt de Verkeersinformatiedienst. 


Verkeer richting Bergen op Zoom kan omrijden door de borden 3 te volgen. Voor het verkeer richting Vlissingen staat de omleiding aangegeven met de borden 4. 


Bij de aanrijding was er alleen sprake van materiële schade. ",10/04/2019
5448,Transport Online - Slachtoffer ongeval N65 door vrachtwagen aangereden,"Slachtoffer ongeval N65 door vrachtwagen aangereden HAAREN - Het slachtoffer van het dodelijk ongeval, donderdagochtend op de N65, is een 51-jarige man uit Heusden. Hij werd door een vrachtwagen aangereden. Dat blijkt uit het onderzoek. Volgens getuigen stond de man bij een auto op de pechstrook en liep hij om onbekende redenen de rijbaan op.  


De vrachtwagenchauffeur kon een ongeval niet meer voorkomen. Schouw op het lichaam moest meer duidelijkheid bieden over de identiteit van het slachtoffer. De afdeling verkeersongevallenanalyse van de politie heeft op de plaats van de aanrijding een onderzoek ingesteld. Dit leidde tot flinke overlast voor het verkeer richting Tilburg. 


Gezien de drukte op de weg ten tijde van het ongeval, zijn veel mensen geconfronteerd geweest met het verminkte lichaam van het slachtoffer. Mensen die als gevolg daarvan behoefte hebben aan nazorg kunnen via de politie in contact worden gebracht met Bureau Slachtofferhulp.",10/04/2019
5449,Transport Online - Te hoge vrachtwagen rijdt zich vast in Velsertunnel,"Te hoge vrachtwagen rijdt zich vast in Velsertunnel VELSEN - Donderdagmiddag rond 16.30 uur stond er een te hoge vrachtwagen voor de zuidzijde van de Velsertunnel. De bestuurder, een 33-jarige man zonder vaste woon- of verblijfplaats in Nederland, had als oplossing bedacht om zijn vrachtwagen achteruit te rijden. Dit veroorzaakte een levensgevaarlijke situatie.  


De vrachtwagen is onder begeleiding van de weg gehaald naar een veilige plek, waar de chauffeur is bekeurd.",10/04/2019
5450,Transport Online - Dode bij ongeval op N65,"Dode bij ongeval op N65 HAAREN - Een persoon is donderdagochtend om het leven gekomen nadat hij werd aangereden door een vrachtwagen op de N65 ter hoogte van Haaren. Het ernstige ongeval gebeurde door onbekende oorzaak in de richting van Tilburg.  


Diverse hulpdiensten, waaronder een traumahelikopter, zijn opgeroepen om eerste hulp te verlenen. De hulp mocht niet meer baten, het slachtoffer overleed ter plekke aan zijn verwondingen. Het verkeer heeft in beide richtingen vertraging door het ongeval. 


Ter hoogte van het knooppunt Vught is een omleiding ingesteld voor het verkeer richting Tilburg. Omrijden kan via Eindhoven over de A2 en A58. Het verkeer richting Den Bosch kan vanaf het knooppunt de Baars omrijden via Eindhoven, over de A58 en de A2 meldt de Verkeersinformatiedienst.",10/04/2019
5451,Transport Online - Schokkende video moet Chinezen veiliger leren rijden [+video],"Schokkende video moet Chinezen veiliger leren rijden  De Chinese regering probeert met een video van het meest gevaarlijke kruispunt in China de Chinezen wakker te schudden dat zij veiliger aan het verkeer moeten deelnemen. 


De schokkende video duurt maar liefst 12 minuten en laat de meest gruwelijke ongelukken zien die gebeuren op het meest gevaarlijke kruispunt in China. De video is een compilatie van beelden van de beveiligingscamera die staat opgesteld in Heze in de provincie Shandong. 


De video is inmiddels wereldwijd al meer dan 1 miljoen keer bekeken. Let op! Deze video bevat schokkende beelden en is niet geschikt voor personen jonger dan 18 jaar",10/04/2019
