Titel,Artikel,Datum,,
Politie zoekt veroorzaker dodelijk ongeval,"Politie zoekt veroorzaker dodelijk ongeval 
	  Wijk aan Zee, 10 juni 2006 - De politie stelt een onderzoek in naar een dodelijk verkeersongeval.  Uit de eerste onderzoeken kan het volgende worden opgemaakt. Omstreeks 23.55 uur is op de  Zeestraat, nabij de Tussenwijkweg, een 29-jarige Velsenaar, die zich vermoedelijk op de rijbaan  bevond, door een auto aangereden. Het slachtoffer raakte zwaar gewond en overleed korte tijd later  aan zijn verwondingen.  De bestuurder van de auto die hem aanreed, reed zonder zich iets om het slachtoffer te bekommeren  of zich op andere wijze bekend te maken door. Hij reed in een grote donkerkleurige auto, vermoedelijk  een Amerikaans model. De man was vermoedelijk op de rijbaan aan het skaten op een skateboard en is hoogstwaarschijnlijk aangereden door een auto maar de bestuurder van deze auto is na de aanrijding doorgereden. Door de politie is het slachtoffer kort voor middernacht aangetroffen. Getuigen verklaarden dat de aanrijding mogelijk was veroorzaakt door de bestuurder van een grote auto van Amerikaans model.  Zondagavond meldden drie jonge mannen uit Beverwijk, Heemskerk en Wijk aan Zee zich  aan het bureau. Zij vertelden dat ze vrijdagavond in de Zeestraat met hun auto over iets heen waren gereden maar niet wisten wat het was. Ze zijn niet gestopt maar kregen naar  aanleiding van de berichten in de media over het ongeval het idee dat zij over het slachtoffer  Uit een inmiddels ingesteld sporenonderzoek aan hun auto, een grote auto van Amerikaans model,  is gebleken dat ze de aanrijding niet hebben veroorzaakt. Het is waarschijnlijk dat het slachtoffer  eerder is aangereden en dat deze mannen met hun auto over het slachtoffer zijn heengereden.  De getuigen die deze auto hebben gezien zijn waarschijnlijk geen getuige geweest van het ongeval  maar van het overrijden van het op straat liggende slachtoffer. De politie is daarom nog steeds op zoek  naar de veroorzaker van het ongeval, getuigen van het ongeval én naar bestuurders die mogelijk ook over  of langs het op straat liggende slachtoffer zijn gereden.  Zij worden allen verzocht zich te melden bij de politie in Beverwijk, tel. 0900-8844.  In het programma Ter Plaatse van TV Noord Holland wordt woensdagavond aandacht geschonken aan het  Getuigen die iets weten wat in verband kan worden gebracht met deze aanrijding of met het bekend  worden van de auto of de bestuurder worden verzocht contact op te nemen met de politie via 0900 - 8844		",2006-06-10,,
A67 - Asten: 81-jarige man overleden na ongeval,"
	  Een 81-jarige man uit IJmuiden is vrijdag rond 10.30 uur overleden na een ongeval op de A67, ter hoogte van Asten. De man is vermoedelijk achter het stuur onwel geworden. Hij raakte de vangrail met zijn auto. Hulpverleners schoten te hulp, maar de man overleed ter plaatse. Zijn echtgenote die naast hem in de auto zat is niet gewond geraakt. Het echtpaar reed richting Eindhoven. Door het ongeluk zijn enige tijd 2 rijstroken gestremd. Het verkeer werd door de politie over de vluchtstrook omgeleid. De politie doet geen verder onderzoek naar het ongeluk.		",2010-11-19,,
Alkmaar: Fietsster (78) na ongeval overleden,"
	  Een 78-jarige fietsster die afgelopen vrijdag zwaar gewond raakte bij een ongeval op de Merwedestraat in Alkmaar, is maandagnacht aan haar verwondingen bezweken. Dat heeft de politie bevestigd. Een 47-jarige vrouw uit Alkmaar wilde met haar auto afslaan naar de Maasstraat en kwam in botsing met de fietsster. Alkmaar Centraal schreef eerder: Traumaheli landt in Oudorperpolder in verband met ernstig ongeval(video) Vrijdagochtend werden de hulpdiensten naar Oudorp gestuurd in verband met een ongeval op de t-splitsing Maasstraat / Merwedestraat. Een automobiliste wilde even voor 11.30 uur vanaf de Merwedestraat linksaf de Maasstraat oprijden toen volgens de automobiliste vanuit het niets een fietsster verscheen.  Een aanrijding was het gevolg, waarbij de uit Alkmaar afkomstige fietsster hard met haar hoofd op het wegdek terechtkwam en een flinke hoofdwond opliep. De hulpverlening kwam onmiddellijk op gang door de assistentie van twee EHBO-ers, maar de ambulances waren razendsnel ter plaatse en even later een traumahelikopter met trauma-arts.  De automobiliste is naar het politiebureau gebracht voor een verklaring. Het slachtoffer is in ernstige toestand naar het ziekenhuis vervoerd. De dienst VOA doet onderzoek naar het ongeval, waarbij niet wordt uitgesloten dat de fietsster onwel is geworden.",2014-06-06,,
Roosendaal: Motorrijder komt om leven bij eenzijdig ongeval,"Roosendaal: Motorrijder komt om leven bij eenzijdig ongeval 
	  Een 45-jarige motorrijder uit Stampersgat is maandagavond om het leven gekomen bij een eenzijdig ongeval op de Bergrand in Roosendaal. Dat gebeurde rond 22.40 uur. Het slachtoffer verloor vermoedelijk de macht over het stuur, waarna hij ter hoogte van het viaduct over het fietspad kennelijk de berm inreed. Deze berm is voorzien van gras en leidt naar een fietspad welke onder de Bergrand doorgaat middels een tunneltje. De bestuurder is met zijn motor ter hoogte van dat tunneltje naar beneden gereden. Hij maakte een val van circa een meter en belandde met zijn motor op het fietspad. Hulpdiensten kwamen ter plaatse. Het slachtoffer is nog gereanimeerd, maar overleed ten gevolge van het ongeval. http://www.omroepbrabant.nl/?news/2515951103/Man+van+45+uit+Stampersgat+komt+om+het+leven+na+val+van+talud+in+Roosendaal.aspx http://i.obstorage.nl/36f5251e2b384d429bd1746edccecfbc/opener/Hulpdiensten_ter_plaatse_(foto_Christian_Traets__SQ_Vision).jpg",2016-07-04,,
Den Haag: Fietser overlijdt na aanrijding ,"Den Haag: Fietser overlijdt na aanrijding  
	  Een 72-jarige Hagenaar overleed woensdag 10 juli in de loop van de dag nadat hij ´s ochtends op de Sportlaan was aangereden door een personenauto.  Omstreeks 10.00 uur kregen agenten de melding van een aanrijding met letsel tussen een personenauto en een fietser op de Sportlaan. Ter plaatse lag het slachtoffer met zijn fiets op straat en was op dat moment aanspreekbaar. De bestuurster van de personenauto, een 51-jarige Haagse, stond met haar auto langs de kant van de weg.  Meerdere getuigen verklaarden dat de man over de weg slingerde en vervolgens ten val kwam voor de auto van de vrouw. Ook de bestuurster zelf vertelde dat zij de fietser plotseling niet meer zag. Het slachtoffer werd met spoed naar het ziekenhuis vervoerd, waar hij ´s middags aan zijn verwondingen overleed.  De technische ongevallendienst van de politie onderzoekt de aanrijding. ",2013-07-10,,
Amstelveen: Jongen (12) doodgereden,"
	  Een 12-jarige jongen uit Amstelveen is woensdagmiddag om het leven gekomen nadat hij onder een vrachtwagen terechtkwam in zijn woonplaats. Hij overleed in het ziekenhuis aan zijn verwondingen, meldt de politie. Het ongeluk gebeurde op de Graaf Aelbrechtlaan. De vrachtwagen sloeg ter hoogte van de Keizer Karelweg rechtsaf maar zag vermoedelijk de jongen over het hoofd. De politie heeft een onderzoek ingesteld.		",2012-04-11,,
Roosendaal: Snorfietsster alsnog overleden na tuimeling over stoeptegel,"Roosendaal: Snorfietsster alsnog overleden na tuimeling over stoeptegel 
	  De 59-jarige snorfietsster die vrijdagochtend 18 augustus zwaargewond raakte toen zij over een losliggende stoeptegel reed aan de Rucphensebaan in Roosendaal is deze week overleden. Dat bevestigt haar familie.  De vrouw kwam daarbij ernstig ten val en werd met ernstig letsel overgebracht naar het ziekenhuis in Rotterdam. Na het ongeval kwamen meerdere ambulances en een traumahelikopter ter plaatse. Een trauma-arts reed in de ziekenwagen mee naar het hospitaal. De vrouw zou bij het ongeval zwaar hersenletsel hebben opgelopen. Het ongeval maakte heel wat los in Roosendaal. Het was het derde ongeluk in korte tijd waarbij een niet vastzittende steen de hoofdoorzaak was. Soortgelijke ongevallen vonden plaats aan de Champetterberg en aan de Dijkrand. Momenteel loopt nog een onderzoek naar de staat van de Rucphenseweg na het ongeluk met de snorfietsster. Roosendaalse Bode schreef eerder: Onderzoek naar staat fietspad Rucphensebaan na stoeptegel-ongeval Wethouder Saskia Schenk wacht de uitkomsten van het politieonderzoek af, voordat zij maatregelen neemt om het fietspad langs de Rucphensebaan in Roosendaal eventueel veiliger te maken. Vrijdagochtend raakte een 59-jarige snorfietsster zwaargewond, nadat ze ten val kwam door een losliggende stoeptegel op het fietspad langs de Rucphensebaan in Roosendaal. Het is het derde ongeluk in korte tijd waarbij een niet vastzittende steen de hoofdoorzaak is. Eerder gebeurden er soortgelijke ongevallen aan de Champetterberg en aan de Dijkrand. Het slachtoffer reed rond 07.15 uur op de Rucphensebaan. Ze was vlakbij de T-splitsing met de Driehoekstraat toen zij een losliggende tegel tegenkwam. Volgens de politie reed ze vermoedelijk over deze steen, waardoor zij ernstig ten val kwam. De hulpdiensten kwamen na het ongeval massaal ter plaatse. Ook een traumahelikopter rukte uit. Een arts van het heliteam reed in de ambulance mee naar het ziekenhuis in Rotterdam waar de vrouw wordt behandeld voor haar verwondingen. De politie doet verder onderzoek naar het ongeluk. Wethouder Saskia Schenk van Openbare Ruimte spreekt van een 'vreselijk ongeluk.' Op dit moment doet de politie nog onderzoek naar de staat van het wegdek: ""Mocht er aanleiding zijn, dan nemen wij passende maatregelen. Vanzelfsprekend voeren we op dit moment, uit voorzorg, al een visuele spoedinspectie uit op het betreffende fietspad."" Volgens haar heeft het onderhoud van wegen voortdurend de aandacht van de gemeente: ""We voeren periodiek weginspecties uit op basis waarvan we het onderhoud inplannen en uitvoeren."" De wethouder kan niet ingaan op vragen of er meer meldingen bekend zijn van losliggende tegels. Wel roept zij inwoners om op onverwachte problemen te melden via de gemeentewebsite of de BuitenBeter-app: ""Op deze manier kunnen we naast ons reguliere onderhoud, direct actie ondernemen om risicovolle situaties terug te dringen."" http://imgb.igcdn.nl/41be3386681947f3869b5cc74d0e1ad4/opener/Foto_Christian_Traets.jpg",2017-08-18,,
Verkeersongeval eist twee levens,"Verkeersongeval eist twee levens  - Op de John F. Kennedylaan is zondagochtend rond 5.00 uur door nog onbekende oorzaak een 24-jarige automobilist uit Sint Oedenrode de controle over zijn voertuig verloren en tegen een reclamezuil aan de rechterkant van de weg gebotst. De man reed richting Son. De bestuurder en zijn 20-jarige bijrijder, eveneens uit Sint Oedenrode, zijn ter plaatse aan hun verwondingen overleden.",2004-03-28,,
Tzum: dodelijke aanrijding," - Vanmorgen omstreeks 07.30 uur werd door omstanders een personenauto op z`n kop in de sloot naast de Wommelserweg gevonden. De bestuurster, een 45-jarige inwoonster van Wergea, werd in de auto aangetroffen en bleek te zijn overleden. De vrouw is de afgelopen nacht door onbekende oorzaak met de auto in een bocht van de weg geraakt. Naar de juiste toedracht van de aanrijding wordt een onderzoek ingesteld door het bureau ongevalsanalyse van de politie Fryslân.",2003-02-25,,
Middelaar: Auto in Maas werd bestuurd door Middelaarse,"Middelaar: Auto in Maas werd bestuurd door Middelaarse 
	  De bestuurster van de auto die dinsdagavond in Middelaar bij de hoek Veerstraat en de Cuijksesteeg de Maas in reed is een inwoonster van het dorp. De vrouw kwam om bij het incident. De politie spreekt van een tragisch ongeval. De auto werd woensdagmiddag opgetakeld uit de Maas. Duikers hebben de auto voorzien van kettingen, waarna een werkboot van een aannemer van Rijkswaterstaat de auto kon ophijsen. Om 14.25 uur kon het slachtoffer geborgen worden. Kliknieuws.nl schreef eerder: Auto in Maas gevonden bij Mook Duikers hebben afgelopen nacht omstreeks half drie een auto gevonden op de bodem van de Maas tussen Cuijk en Mook en Middelaar. In het voertuig is ook een persoon aangetroffen.  Uit veiligheid voor de duikers, die al vele uren aan het werk waren, is besloten de auto nog niet de bergen. Bovendien was niet het benodigde materieel beschikbaar. De auto die op een diepte van acht meter ligt wordt in de loop van de dag geborgen. De scheepvaart op de Maas is stilgelegd. De identiteit van de persoon is op dit moment nog niet bekend. Een binnenvaartschipper zag dinsdagavond even na elf uur dat een auto ter hoogte de oude veerstoep in Middelaar het water in reed en meldde het incident direct aan de politie. De brandweer, duik- en reddingsteams zochten enkele uren naar een auto. Daarbij werd ook sonarapparatuur ingezet. http://www.gelderlander.nl/polopoly_fs/1.4612278.1415196437!/image/image.JPG_gen/derivatives/landscape_800_600/image-4612278.JPG",2014-11-04,,
Gieten: Motorrijder dodelijk verongelukt,"Gieten: Motorrijder dodelijk verongelukt 
	  omstreeks 14.30 uur is bij een éénzijdig verkeersongeval op de Verlengde Asserstraat een 37-jarige motorrijder uit Kollum om het leven gekomen.  De man reed in de richting van Gieten en ging door nog onbekende oorzaak op een recht stuk weg onderuit. De man raakte vervolgens een aantal bomen voordat hij tot stilstand kwam. De Verkeers Ongevallen Analyse van de politie doet onderzoek naar de toedracht van het ongeval.  Wilt u meer informatie over dit bericht of wilt u in contact komen met de dienstdoende voorlichter van Politie Drenthe, dan kunt u bellen met tel. 0592 - 45 1280. De voorlichter is van maandag tot en met vrijdag bereikbaar tot 16.00 uur en op zaterdag en zondag tot 13.00 uur.		",2009-04-05,,
Ederveen - N224: Bejaarde fietser overlijdt aan verwondingen ongeval,"Ederveen - N224: Bejaarde fietser overlijdt aan verwondingen ongeval 
	  Een man uit Veenendaal die donderdagmiddag zwaargewond raakte bij een ongeluk in het Gelderse Ederveen, is donderdagavond in een ziekenhuis aan zijn verwondingen overleden. Dat laat de politie vrijdag weten. Het 84-jarige slachtoffer werd even na 14.30 uur op de N224 geschept door een vrachtwagen toen hij met zijn fiets de rijbaan overstak. De man had de naderende truck waarschijnlijk niet gezien of de snelheid van het voertuig verkeerd ingeschat. Volgens de 27-jarige trucker was de aanrijding niet meer te voorkomen.		",2012-04-05,,
Amsterdam: Amsterdamse (84) overlijdt na botsing met tram,"
	  Een hoogbejaarde vrouw is vrijdag in Amsterdam overleden na een botsing met een tram. De 84-jarige Amsterdamse wilde te voet een kruising oversteken en werd geschept door de tram, meldt de politie. Het ongeluk deed zich rond 10.30 uur voor op de Elandsgracht in het centrum van de hoofdstad. Een trambestuurder wilde linksaf slaan en raakte de vrouw die op dat moment net overstak. Ze viel en werd met ernstig hoofdletsel naar het ziekenhuis gebracht. Daar is ze in de avond aan haar verwondingen overleden. Er is een technisch onderzoek ingesteld. 		",2007-11-16,,
Achterveld: Slachtoffer (93) verkeersongeval overleden,"
	  De 93-jarige man uit Achterveld die vrijdagmiddag zwaar gewond raakte bij een verkeersongeval in zijn woonplaats, is enige tijd later in het ziekenhuis in Utrecht aan zijn verwondingen overleden. De man reed omstreeks 13.40 uur door nog onbekende oorzaak met zijn auto tegen een boom op de Achterveldseweg in Achterveld. 		",2012-07-13,,
