Titel,Artikel,Datum,Confirmed_slachtoffers,Involved_vehicles
Motorrijder en fietser gewond bij ongeval in West,"Bij een ongeluk tussen een motor en fiets vanmiddag op de Kostverlorenstraat in West, zijn beide bestuurders gewond geraakt 

Het ongeluk gebeurde rond 17  Volgens de woordvoerder van de politie zijn beide bestuurders met onbekend letsel afgevoerd door een ambulance naar het ziekenhuis  Het is niet bekend hoe het met de slachtoffers gaat  

De politie heeft ter plekke onderzoek gedaan naar hoe het ongeluk heeft kunnen gebeuren",2019/04/04,0,"[4, 2]"
"Twee gewonden bij auto-ongeluk op de N248 bij Schagerbrug, weg afgesloten [update]","Geef een zoekterm in 
  
Alkmaar
Noordkop
West-Friesland
IJmond
Zaanstreek-Waterland
Amsterdam
Haarlem
Gooi
Home 
Regio 
Noordkop 
Schagen e o 
Twee gewonden bij auto-ongeluk op de N248 bij Schagerbrug, weg afgesloten [update]

© DNP NU/ Patrick de Jong

© DNP NU/ Patrick de Jong

© DNP NU/ Patrick de Jong

© DNP NU/ Patrick de Jong

© DNP NU/ Patrick de Jong

1
/
3

Vandaag om 09:55
SCHAGERBRUG
Op de N248 ter hoogte van Schagerbrug zijn woensdagochtend twee auto’s gebotst  De weg is afgesloten 

Beide bestuurders moesten naar ziekenhuis 

De weg is afgesloten in de richting van Schagerbrug  Het verkeer wordt omgeleid via de parallelweg 

De schade is enorm, onderdelen van de auto’s liggen verspreid over het hele kruispunt  De Verkeersongevallenanlyse (VOA) doet onderzoek naar de oorzaak van het ongeluk  Een berger zal beide voertuigen afslepen",2019/04/03,0,"[5, 5]"
Man (38) uit Bavel omgekomen bij ongeval op Royaledreef in Gilze,"GILZE - Op de Royaledreef in Gilze heeft woensdagochtend een dodelijk ongeval plaatsgevonden  Een man kwam met zijn auto tegen een boom terecht  Het gaat om een 38-jarige man uit Bavel  

Er waren waarschijnlijk geen andere voertuigen bij betrokken  Het ongeluk gebeurde rond 07 10 uur in het buitengebied van Gilze  De Royaledreef is deels onverhard, dit is gebeurd op het stuk dat wel geasfalteerd is  Over de toedracht van het ongeval is nog niets bekend  

Er is nog een traumahelikopter opgeroepen voor het slachtoffer, maar hulp mocht niet meer baten  Hulpdiensten doen nu onderzoek rond de plaats van het ongeluk",2019/04/03,1,[5]
Auto op zijn kop in sloot Nederhorst den Berg,"Een vrouw is dinsdag aan het begin van de middag ernstig gewond geraakt bij een ongeval op de Oudeweg in Haarlem  De vrouw kwam met haar racefiets lelijk ten val ter hoogte van de Nijverheidsweg 

Meerdere ambulances en een traumateam kwamen ter plaatse om hulp te bieden  Het slachtoffer is door ambulancepersoneel gestabiliseerd, waarna ze met spoed naar het ziekenhuis is vervoerd voor verdere behandeling 

Het is nog onduidelijk wat er precies is gebeurd  De politie gaat onderzoek doen om de toedracht te achterhalen  Het verkeer op de Oudeweg ondervond hinder door het ongeval en de afhandeling ervan",2019/04/03,0,[5]
Scootmobieler gewond bij aanrijding in Velserbroek,"Een vrouw in een scootmobiel is woensdagmiddag gewond geraakt toen zij in Velserbroek werd aangereden door een automobilist 

De scootmobieler reed op het fietspad van de Dammersboog en kruiste de Velserbroekse Dreef  Een automobiliste, die vanaf de Velserbroekse Dreef kwam en haar voorrang had moeten verlenen, zag haar over het hoofd 

Omstanders en een toevallig passerende agent van de Landelijke Eenheid schoten de vrouw te hulp en belden een ambulance  Het slachtoffer is met onbekend letsel naar het ziekenhuis gebracht  Haar scootmobiel is door een familielid opgehaald 

Het verkeer had enige nodige hinder van het ongeval  Het verkeer werd tijdens de afhandeling van het ongeval omgeleid",2019/04/03,0,"[14, 5]"
Veel schade door botsing tussen auto's in Amersfoort,"AMERSFOORT - Op de kruising van de Ringweg Koppel - Meridiaan in Amersfoort zijn vanmiddag twee auto's op elkaar gebotst  Omstanders zagen dat achter dat ongeluk vervolgens ook meerdere auto's op elkaar botsten  Hierdoor ontstond een ravage op de kruising  

De schade aan meerdere auto's is groot  Eén inzittende is met onbekende verwondingen naar het ziekenhuis gebracht  De oorzaak van de aanrijding is nog niet bekend en wordt onderzocht 

Een deel van de kruising is afgezet voor opruimwerkzaamheden",2019/04/03,0,"[5, 5]"
"Zwaar ongeval met twee auto’s en vrachtwagen, twee gewonden","Op de N277 in Elsendorp is woensdagavond een zwaar ongeluk gebeurd met een vrachtwagen en twee auto's  Een van de auto's en de vrachtwagen botsten met elkaar, de tweede auto belandde op de kop in de berm  Er raakten zeker twee mensen gewond 

De bestuurder van de auto die tot stilstand kwam tegen de vrachtwagen, kwam bekneld te zitten  Hij werd door de brandweer bevrijd en is naar het ziekenhuis gebracht  De brandweer, ambulance en een traumahelikopter kwamen ter plaatse 

Foute inhaalmanoeuvre
Hoe het ongeluk precies heeft kunnen gebeuren, is nog onduidelijk  Waarschijnlijk gaat het om een verkeerde inhaalmanoeuvre, waarbij de ene auto eerst op de andere auto botste en daarna tegen de vrachtwagen tot stilstand kwam 

De Koninklijke Marechaussee doet onderzoek naar het ongeval, omdat er een militair bij betrokken is  Het is nog niet duidelijk of de militair ook formeel verdachte is",2019/04/03,0,"[12, 12, 5, 5]"
Eén zwaargewonde bij frontale botsing bij Vierhouten,"Eén zwaargewonde bij frontale botsing bij Vierhouten
Door een ongeval op de Elspeterweg - de provinciale weg N310 - bij Vierhouten zijn woensdagmiddag zeker drie personen gewond geraakt van wie één zwaargewond  Twee auto's raakten frontaal met elkaar in botsing  Ook een derde auto is geraakt bij de aanrijding  Een van de auto's is vermoedelijk door nog onbekende oorzaak op de verkeerde weghelft beland 
 De brandweer is momenteel druk bezig met het bevrijden van een bekneld slachtoffer  De traumaheli is zojuist op een naastgelegen grasveld geland  Er zijn zeker 3 slachtoffers  Over de ernst van de verwondingen is nog niet bekend 

Afgesloten 
De weg tussen Nunspeet en Elspeet is volledig afgesloten  Het is een grote ravage en de omgeving ligt bezaaid met brokstukken waaronder een losgerukt wiel van een van de auto’s",2019/04/03,0,[5]
Fietser gewond bij aanrijding in Kampen,"Een fietser is vandaag gewond geraakt bij een aanrijding met een auto in Kampen  De fietser is per ambulance naar het ziekenhuis gebracht 
De automobiliste raakte niet gewond bij het ongeluk op de Bovensingel  Zij kon haar weg vervolgen 

Het is niet bekend hoe het ongeluk kon gebeuren",2019/04/02,0,"[2, 5]"
Auto in de sloot na botsing met bestelbus in Vriezenveen,"Een bestelbus en een auto zijn vanmiddag op elkaar gebotst in Vriezenveen  Door de botsing slipte de auto, reed het een verkeersbord omver en kwam het voertuig in de sloot tot stilstand 
Het ongeluk gebeurde op de kruising van de Rusluieweg met de Boslandweg  Hoe dat kon gebeuren, is niet bekend 


De bestuurster van de auto kwam er met lichte verwondingen vanaf  De bestuurder van de bestelbus kwam met de schrik vrij",2019/04/02,0,"[5, 8]"
Fietser geschept door auto in Enschede,"DINSDAG 2 APRIL 2019, 11:08 
Fietser geschept door auto in Enschede
Een fietser is vanochtend gewond geraakt bij een ongeluk met een auto in Enschede  De man werd geschept door een auto op de Broekheurne-ring 
Het ongeluk gebeurde op de kruising met de Reerinklanden  De fietser is met onbekend letsel naar het ziekenhuis gebracht 


De politie onderzoekt de toedracht van het ongeval",2019/04/02,0,"[2, 5]"
Scooterrijder gewond bij ernstig ongeluk in Glane,"Bij een botsing tussen een auto en een scooter in Glane is een scooterrijder vanochtend gewond geraakt  De scooter belandde door de aanrijding tientallen meters verderop 
Het ongeluk gebeurde op de N731 in Glane  Het slachtoffer is met onbekend letsel naar het ziekenhuis gebracht  De weg lag na de botsing bezaaid met brokstukken  

De politie doet onderzoek naar de toedracht van het ongeluk",2019/04/02,0,"[3, 5]"
"Zwaar ongeluk met politieauto in Amersfoort, twee agenten gewond","AMERSFOORT - In Amersfoort is aan het begin van de avond een politiewagen op een andere auto gebotst  Twee agenten zijn met lichte verwondingen overgebracht naar het ziekenhuis  Het ongeluk op de kruising Bergenboulevard-Bergpas leidde tot flinke opstoppingen  

De politieauto was met het zwaailicht uit onderweg naar een spoedmelding  De wagen raakte door de aanrijding zwaar beschadigd en is vermoedelijk ook over de kop geslagen  Het losgeslagen zwaailicht lag naast het voertuig op het wegdek 

De oorzaak van het ongeluk wordt onderzocht",2019/04/02,0,"[7, 7, 5]"
Vrouw zwaargewond bij val met racefiets op Oudeweg in Haarlem,"HAARLEM
Een vrouw is dinsdag aan het begin van de middag ernstig gewond geraakt bij een ongeval op de Oudeweg in Haarlem  De vrouw kwam met haar racefiets lelijk ten val ter hoogte van de Nijverheidsweg 

Meerdere ambulances en een traumateam kwamen ter plaatse om hulp te bieden  Het slachtoffer is door ambulancepersoneel gestabiliseerd, waarna ze met spoed naar het ziekenhuis is vervoerd voor verdere behandeling 

Het is nog onduidelijk wat er precies is gebeurd  De politie gaat onderzoek doen om de toedracht te achterhalen  Het verkeer op de Oudeweg ondervond hinder door het ongeval en de afhandeling ervan",2019/04/02,0,[2]
Twee gewonden na val met scooter op Oudeweg in Haarlem,"HAARLEM
Twee opzittenden van een scooter zijn dinsdagmiddag gewond geraakt bij een ongeval op de Oudeweg in Haarlem  Rond kwart voor drie moest de scooter ter hoogte van de Harmenjansweg afremmen voor een auto, maar remde daarbij zo hard dat ze zelf onderuit gingen  Hulpdiensten, waaronder een traumahelikopter werden gealarmeerd om hulp te verlenen 

Ambulancebroeders hebben de twee slachtoffers eerste hulp verleend  Na de eerste zorg zijn zij overgebracht naar het ziekenhuis  De gealarmeerde traumahelikopter bleek niet nodig te zijn 

Door het ongeval was de Oudeweg tijdelijk deels afgesloten voor het verkeer  Dit zorgde voor flink wat file voor het verkeer dat vanuit de Waarderpolder richting de Prinsenbrug wilde rijden",2019/04/02,0,"[3, 3]"
Botsing in Roermond: fietser over hoofd gezien,"Bij een botsing in Roermond is dinsdagmorgen een fietser gewond geraakt 

Het ongeluk gebeurde om 11:00 uur vlak voor een rotonde op Kerkeveldlaan 

Over het hoofd
Vermoedelijk heeft de automobilist de fietser, die voorrang had, over het hoofd gezien  Een botsing kon niet meer voorkomen worden",2019/04/02,0,"[2, 5]"
Gewonde bij frontale botsing in Heerlen,"Twitter
Mail
Read later
Twee auto's zijn dinsdagmiddag hard op elkaar gebotst in Heerlen  Hierbij is een persoon gewond geraakt 

Rond 12:15 uur kregen de hulpdiensten een melding over het ongeval op de Scheldestraat 

Ziekenhuis
Bij de botsing is een persoon gewond geraakt en met onbekende verwondingen naar het ziekenhuis gebracht, meldt een correspondent 

De toedracht van het ongeval is niet bekend",2019/04/02,0,"[5, 5]"
Fietsster gewond na aanrijding met auto op Prins Bernhardlaan in Haarlem,"HAARLEM
Een vrouw is maandagochtend gewond geraakt nadat ze met haar fiets was aangereden door een automobilist  Rond 8 00 uur ging het mis toen de vrouw uit de richting van de Schipholweg over het fietspad reed  De automobilist wilde vanaf de Willem Pijperstraat de Prins Bernhardlaan op rijden 

Toegesnelde ambulancemedewerkers hebben het slachtoffer gestabiliseerd  Na de eerste zorg is ze naar het ziekenhuis vervoerd voor verdere behandeling  Doordat een van de twee rijbanen op de Prins Bernhardlaan gestremd was vanwege de hulpverlening ontstond er een behoorlijke file voor het ongeval 

Foto’s Michel van Bergen",2019/04/01,0,"[2, 5]"
Fietsster in Enschede geschept door auto,"Een fietsster is vanochtend in Enschede geschept door een auto  De vrouw raakte hierbij gewond en is naar het ziekenhuis gebracht 
De fietsster kwam op de Hengelosestraat, ter hoogte van de Raiffeisenstraat, in aanrijding met de wagen en belandde op de voorruit 

De politie onderzoekt de toedracht van het ongeluk",2019/04/01,0,"[2, 5]"
Gewonde bij frontale botsing in Deventer,"Bij een frontale botsing op het industrieterrein Bergweide in Deventer is een persoon gewond geraakt  Twee auto's kwamen met elkaar in botsing op de Groningerstraat 
Het is niet bekend hoe de botsing heeft kunnen gebeuren  Volgens omstanders reed een van de auto's te hard  De ene auto heeft een barst in de voorruit en de andere zijn de airbags afgegaan 

De gewonde is naar het ziekenhuis gebracht",2019/04/01,0,"[5, 5]"
Scooterrijder schept fietsster en rijdt door in centrum van Haarlem,"HAARLEM
Een vrouw is maandagmiddag gewond geraakt nadat ze werd geschept op haar fiets door een man op een scooter in het centrum van Haarlem  De scooterrijder is daarna doorgereden 

Rond 17 00 uur ging het mis op het Raamvest toen de scooter naar de Korte Annastraat afsloeg en hierbij de fietsster schepte  De vrouw kwam vervolgens met haar fiets ten val, waarna de scooterrijder ervandoor ging 

Getuigen boden direct eerste hulp in afwachting op de ambulance  De vrouw is gestabiliseerd en na de eerste zorg naar het ziekenhuis overgebracht voor verdere zorg 

Het Raamvest was door het ongeval afgesloten vanaf het Houtplein  De politie heeft de zaak in onderzoek",2019/04/01,0,"[2, 3]"
Vier auto’s botsen op A9 bij Heemskerk,"HEEMSKERK - Vanmiddag zijn vier auto's op elkaar gebotst op de A9, vlak voor de afrit bij Heemskerk  Twee mensen zijn naar het ziekenhuis gebracht 

Het ging rond 16 45 uur mis toen de auto's uit de richting van Haarlem om nog onbekende reden op elkaar knalden  De twee achterste auto's zijn zo erg beschadigd dat ze niet meer bestuurbaar zijn  

Een deel van de snelweg is in de richting van Alkmaar afgesloten geweest",2019/04/01,0,"[5, 5, 5, 5]"
Zes gewonden bij frontale botsing op A7: weg tot 9.00 uur dicht,"ZAANDAM - Twee voertuigen zijn vanochtend rond 05 00 uur frontaal op elkaar gebotst op de A7 ter hoogte van Zaandam  De twee inzittenden van een busje en de vier inzittenden van de auto raakten allemaal gewond  Zij zijn met spoed naar het ziekenhuis gebracht 

De A7 is tussen Knooppunt Zaandam en afrit Zaanse Schans/Zaandijk afgesloten  De ravage op beide weghelften moet worden opgeruimd, de vangrail moet worden gerepareerd en er moet onderzoek worden gedaan naar de oorzaak  Dat zal vermoedelijk nog tot 09 00 uur duren  

Inmiddels heeft Rijkswaterstaat vanuit de richting Hoorn één rijstrook vrijgegeven  Vanuit Amsterdam is de A7 nog volledig dicht  Verkeer wordt aangeraden om te rijden via Zaandijk (S152/S153)  

Spookrijder
Waarschijnlijk heeft een van de twee bestuurders tegen het verkeer ingereden  De politie onderzoekt nu wie dat was  Er zou in ieder geval één persoon zijn aangehouden",2019/03/31,0,"[8, 8, 5, 5, 5, 5]"
Vier gewonden op A7 Zaandam door beschonken spookrijder,"Op de A7 ter hoogte van Zaandam is vannacht een spookrijder tegen een busje gebotst  Daarbij zijn vier gewonden gevallen  De bestuurder had gedronken en is na controle in het ziekenhuis aangehouden 

De twee mensen die bij hem op de achterbank zaten, zijn gewond geraakt, net als de twee mensen in het busje  Een vrouw die daarin op de passagiersstoel zat, is er het slechtst aan toe  Zij heeft in ieder geval ernstig beenletsel, zegt een woordvoerder van de politie 

De bestelbus belandde op zijn kant:

Video afspelen 00:40
Ongeval met spookrijder op A7: vier gewonden
De spookrijder is aangehouden voor onder meer rijden onder invloed  Hij is op het politiebureau  Eerder waren er berichten over zes gewonden, maar de spookrijder en de passagier naast hem bleven ongedeerd 

De weg tussen Zaandam en Hoorn was urenlang helemaal dicht  Richting Hoorn is de weg inmiddels weer vrij 


Rijkswaterstaat Verkeersinformatie
@RWSverkeersinfo
 
Vanuit Amsterdam is de weg vrijgegeven, vanuit Hoorn is alleen de linkerrijstrook nog dicht voor laatste stukje schadeherstel vangrail #A7
2 uur geleden",2019/03/31,0,"[5, 8, 5, 8]"
